"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SCUBE3",2.54890666666667,9.02864666666667,27.62909729756,1.43095940419222e-11,4.16067414440586e-09,17.2080083771234
"SCG5",2.28570333333333,7.582185,27.5826793809,1.45750479588234e-11,4.16067414440586e-09,17.1899073278408
"PRUNE2",3.83907,8.13838833333333,27.5817783633071,1.45802534528399e-11,4.16067414440586e-09,17.1895556190751
"AREG",-2.38697666666667,7.52090166666667,-27.4318811007476,1.54751169713191e-11,4.33825152808126e-09,17.1308576800101
"TCN1",3.35767,9.21769833333333,27.4015734264061,1.56632209785242e-11,4.33825152808126e-09,17.1189444156753
"BMF",2.58473666666667,8.677175,27.2972670982279,1.63298720213185e-11,4.45734506738425e-09,17.0778271436505
"CDC45",-2.53834,9.07539666666667,-26.9986479810978,1.841538424816e-11,4.94526108549024e-09,16.9591017070625
"HIST1H1B",-2.17700333333333,9.905265,-26.933344422048,1.89090847811779e-11,4.94526108549024e-09,16.9329365198311
"ADHFE1",2.50864,7.50329,26.9224305071026,1.89929917934966e-11,4.94526108549024e-09,16.9285565206365
"SH2D1B",-2.00620333333333,7.67665166666667,-26.8998762087227,1.91676786259312e-11,4.94526108549024e-09,16.9194984994313
"TUBA1A",1.82954333333334,10.769395,26.590042824409,2.17530959893466e-11,5.53645689004533e-09,16.794176246731
"FOLR1",2.35078666666667,8.35724333333333,26.5372368893832,2.22304712182587e-11,5.58251593232913e-09,16.7726501802189
"CNTN1",2.15064333333333,7.364765,26.4125988551175,2.34030850963495e-11,5.79965400927167e-09,16.7216471402791
"LEMD1",2.26669,7.50466833333333,26.2677483794426,2.48511670553988e-11,6.00780524655196e-09,16.6620262805645
"SLC38A3",2.41571666666667,8.83771166666667,26.2523467798883,2.50107863220512e-11,6.00780524655196e-09,16.6556648746973
"IFITM10",2.22495666666667,9.411555,26.2342286161395,2.51999901496021e-11,6.00780524655196e-09,16.6481759801316
"TMEM198B",1.83550333333334,9.797715,26.1957105254859,2.56074254261726e-11,6.02143073742714e-09,16.6322354408278
"IFI44L",2.33428,7.43879666666667,26.1687786023979,2.58965641781671e-11,6.02143073742714e-09,16.6210739056879
"FAXDC2",2.07527,9.831665,26.0664346204826,2.70281823827235e-11,6.19532824813084e-09,16.57853931267
"MEF2C",2.09176333333334,10.8464183333333,26.0423415615246,2.73023385682733e-11,6.19532824813084e-09,16.5684984885824
"RARB",2.20855333333334,7.53882666666667,26.0056535775718,2.77256467720433e-11,6.21648608696028e-09,16.5531883932124
"ADAMTS15",2.39675333333334,8.71940666666667,25.9245885298545,2.86865442040724e-11,6.35626321811176e-09,16.5192722612448
"FAM198B",2.87326666666667,9.0666,25.707661115727,3.14409124218959e-11,6.8855598203952e-09,16.42791835277
"LINC00518",2.91424333333333,7.39151833333333,25.6503138956431,3.22162986450228e-11,6.97427320322251e-09,16.403621820676
"TENM3",1.70623333333333,11.11645,25.5671488758189,3.33780002823895e-11,7.14002000767099e-09,16.3682775056378
"MRGPRX4",-2.93604,7.64473666666667,-25.541866710369,3.37401391463692e-11,7.14002000767099e-09,16.3575070539913
"EXO1",-2.59799666666667,9.27866833333333,-25.4190826124702,3.55607968435403e-11,7.4416894194582e-09,16.305027941062
"SLC16A4",2.17810333333334,10.3620483333333,25.3521222130191,3.65985568025742e-11,7.49476709100024e-09,16.2762876877944
"PBX1",1.79427333333333,9.86229666666667,25.3513757593631,3.66103096725084e-11,7.49476709100024e-09,16.275966817997
"TIMP3",-1.70393333333333,12.0049333333333,-25.2967118794079,3.74822617851885e-11,7.53922171766016e-09,16.2524400630749
"ZNF608",1.72727666666667,10.3962283333333,25.2877069530896,3.76280578453889e-11,7.53922171766016e-09,16.2485589412692
"ATAD2",-1.95413,9.52230166666667,-24.8589321352618,4.53390778782322e-11,8.98859150272237e-09,16.0619360545234
"SH2B3",-1.78061666666667,10.097825,-24.8153112022456,4.62151912035862e-11,9.00843031309873e-09,16.0427479518397
"SEMA6A",2.06988333333333,8.37126833333333,24.8064327696798,4.63957598157894e-11,9.00843031309873e-09,16.038837853531
"E2F7",-1.79003333333333,9.99631666666667,-24.7775889089993,4.69877046766664e-11,9.03026969265648e-09,16.0261240747296
"INPP5F",-1.89261,10.037295,-24.6840005021332,4.89656921270765e-11,9.29732037942497e-09,15.9847578889901
"NPAS2",-1.66656666666667,11.20655,-24.6656272774013,4.93645554817085e-11,9.29732037942497e-09,15.9766163031675
"TFAP2C",-1.74120666666667,10.3026633333333,-24.5366580115541,5.22659228855637e-11,9.74630090719511e-09,15.9192757396558
"ORC1",-1.9674,8.88892666666667,-24.4170862391729,5.51223257286359e-11,1.01781753213052e-08,15.8658120634582
"GAS6-AS1",2.12461,8.520115,24.3293819700327,5.73254185470826e-11,1.03974884286566e-08,15.8264113530914
"PDE5A",2.75988333333333,8.413825,24.3259254176615,5.74141869268498e-11,1.03974884286566e-08,15.8248552762033
"MAF",1.86719666666667,9.471235,24.282463974229,5.85431911627027e-11,1.05009758319842e-08,15.805268704076
"ANKFN1",2.09841333333334,7.65518666666667,24.2551209172025,5.92658586326809e-11,1.05303130329048e-08,15.7929261363571
"LOC100128288",1.93174,7.70911,24.198596778441,6.07907555614697e-11,1.07003092546236e-08,15.7673622062264
"EPHA5",1.65984,6.93772666666667,24.1754904905621,6.14263671927793e-11,1.07120759232297e-08,15.7568929100889
"ZEB2",1.62776666666667,11.0345833333333,24.1202687229944,6.29749199932751e-11,1.08813728729665e-08,15.7318272319396
"ATL1",1.95508333333333,7.89282833333333,24.0414124667323,6.52603976773826e-11,1.09768961549924e-08,15.6959230033796
"THBS3",2.09510333333334,9.135815,24.0156294038561,6.60271299676389e-11,1.09768961549924e-08,15.6841553125991
"FYB1",2.32903333333334,6.95741,23.9983479633855,6.6546529397966e-11,1.09768961549924e-08,15.6762600192334
"FHDC1",2.02357333333334,8.63881666666667,23.9872246410247,6.68831965514139e-11,1.09768961549924e-08,15.6711748234543
"MCC",1.89417,9.15536833333333,23.9792741228462,6.71249693400095e-11,1.09768961549924e-08,15.667538521691
"JAKMIP2",1.83659,8.31728166666667,23.9768513983863,6.71988326559869e-11,1.09768961549924e-08,15.6664301827844
"COL21A1",2.21653333333333,7.33535333333333,23.9634987308966,6.76075158744353e-11,1.09768961549924e-08,15.6603194272861
"ANKRD44",1.8665,8.69077333333333,23.8221969001355,7.2102097202151e-11,1.16065888778232e-08,15.5954216557609
"MGP",3.01300666666667,10.3797633333333,23.7442628940534,7.47194463084751e-11,1.19259834896086e-08,15.55944532817
"SELENOP",2.86302,6.12994333333333,23.6146297624805,7.9305094899343e-11,1.25515307339011e-08,15.4993135334477
"PDZRN3",1.60298,9.14411666666667,23.5107509376817,8.32009770340085e-11,1.30583933454876e-08,15.4508648203944
"SLAIN1",1.81324,9.70678,23.3454828130447,8.98354162631631e-11,1.39831423958712e-08,15.3732965297938
"POLE2",-2.22983666666667,8.77155166666667,-23.272809312981,9.29332306036037e-11,1.42667439920392e-08,15.3389960538319
"PHC2",-1.59267,9.67933166666667,-23.2623711272076,9.33876437670088e-11,1.42667439920392e-08,15.3340597748301
"ZNF536",3.0457,9.06948333333333,23.2499866151922,9.39299275253723e-11,1.42667439920392e-08,15.3281999122027
"CYB5R2",-2.4491,8.50832666666667,-23.0658514309276,1.0241037681179e-10,1.5430376294986e-08,15.2406683793015
"ERV3-1",1.84754333333333,10.261295,23.0391153099806,1.03709531749137e-10,1.55021057219306e-08,15.2278953220229
"KAT2B",1.8246,11.2138666666667,23.0033322374423,1.05476445473392e-10,1.56420738113848e-08,15.2107747177687
"TBL1X",-1.55590666666667,10.0683133333333,-22.9782643549016,1.06733768643436e-10,1.57048734268005e-08,15.1987634899972
"DDIAS",-2.60847333333333,8.45971666666667,-22.9381534813985,1.08779667861731e-10,1.58818315078127e-08,15.1795146038583
"GINS1",-1.70266,10.48107,-22.7803975116185,1.1725027676048e-10,1.68799978466096e-08,15.1034504496933
"TINAGL1",-1.84138666666667,9.70130666666667,-22.7775624199442,1.17408926298495e-10,1.68799978466096e-08,15.102078218302
"HIST1H2AB",-1.71594666666667,8.82763666666667,-22.7030875429193,1.21661316944675e-10,1.73588579040607e-08,15.0659642909646
"DUSP4",-1.71577333333333,9.60328,-22.6548344261761,1.24505827531107e-10,1.7557343238321e-08,15.042496681319
"ROR1",-1.92956333333333,8.509485,-22.6479613135692,1.24916852178773e-10,1.7557343238321e-08,15.0391495560262
"SLC5A12",1.71844,8.35067,22.6164879439989,1.26817976961114e-10,1.76925168747083e-08,15.0238082544173
"UHRF1",-2.14532666666667,10.35107,-22.5573026559817,1.30478878606097e-10,1.78697252013452e-08,14.9948961000036
"BEST1",2.68249333333334,8.07504333333333,22.549607085202,1.30963277403233e-10,1.78697252013452e-08,14.9911307342443
"MAD2L1",-1.69073666666666,9.95573166666667,-22.5490367560204,1.30999254683399e-10,1.78697252013452e-08,14.9908516222686
"PLP1",1.82343333333333,12.1087833333333,22.5350743148751,1.31883391896941e-10,1.78697252013452e-08,14.9840161828057
"SERPIND1",-1.81724666666667,7.03575333333333,-22.507167490432,1.33670050151138e-10,1.7910724012875e-08,14.9703403363592
"PCDH20",2.62033666666667,7.56621833333333,22.5006989558736,1.34087930647519e-10,1.7910724012875e-08,14.9671677751107
"MGAM2",1.66549666666667,9.55695166666667,22.4804783484029,1.35403419460625e-10,1.79590704374748e-08,14.9572439692329
"MVP",1.50318666666666,9.11949333333333,22.3288437248222,1.45727741138258e-10,1.91932606755102e-08,14.8825149507866
"SATB1",1.75500666666667,9.09137333333333,22.3117108193519,1.46947110351132e-10,1.92194574746751e-08,14.8740368634585
"MCM7",-1.6275,10.9657833333333,-22.2613914065458,1.50593064709194e-10,1.94661712181739e-08,14.8490958353377
"EVI2B",-2.39297,6.973025,-22.2572084077897,1.50900552078867e-10,1.94661712181739e-08,14.8470197652462
"CLIP4",1.84191333333333,10.6633433333333,22.1860148585246,1.56240072678185e-10,2.00178607402785e-08,14.8116206638712
"JHY",1.56958,8.42044666666667,22.1371700459671,1.6002223386746e-10,2.03639104909441e-08,14.7872627000678
"TGM2",-1.6166,11.4481,-22.1072227331124,1.62390322635029e-10,2.05161263574767e-08,14.7722997936274
"FOSL2",1.63663,10.144785,22.0946358661713,1.63396992334157e-10,2.05161263574767e-08,14.766004336896
"AKAP6",1.90857333333333,8.21684333333333,22.0388140526655,1.67944085091184e-10,2.09474099245521e-08,14.7380376744388
"MYLK",2.24832333333333,8.97565166666667,22.0001078575638,1.71177770409983e-10,2.12102771572476e-08,14.7186009629156
"AJAP1",-1.7412,8.66046333333333,-21.8964572577503,1.8017573831912e-10,2.21792801013223e-08,14.6663694917996
"EDIL3",2.39659333333333,8.97170333333333,21.8666501751566,1.82857672919369e-10,2.23632559205415e-08,14.6512997799817
"DTNA",2.02186,7.41184,21.8129103615242,1.87803429689467e-10,2.28199341598156e-08,14.6240742789609
"ROS1",1.62655666666667,6.906805,21.7867167456709,1.90266682477591e-10,2.29710429345061e-08,14.6107779552909
"PLPP1",1.51032333333334,10.4871383333333,21.7511799127903,1.9366495405963e-10,2.32323932787202e-08,14.5927113256267
"HASPIN",-1.83361666666667,8.78355166666667,-21.7122173372496,1.97466903824047e-10,2.35385548520386e-08,14.5728665486
"ANGPTL7",3.14967666666667,7.88651166666667,21.5662819092361,2.12445883485494e-10,2.50261650006477e-08,14.4981957566413
"TRIB2",-1.73184,9.10967666666667,-21.5509057743858,2.14094728238043e-10,2.50261650006477e-08,14.4902966734278
"RFTN2",2.40255333333333,8.11996666666667,21.5500072773383,2.14191507437024e-10,2.50261650006477e-08,14.4898349073191
"CUBN",1.5338,7.49555666666667,21.5401010392324,2.15261693219971e-10,2.50261650006477e-08,14.4847424079796
"NUDT17",1.51164666666667,9.46187666666667,21.4825777308815,2.21592166425904e-10,2.56040911807698e-08,14.4551216770745
"XRCC2",-2.50847333333333,9.69993,-21.4674842751248,2.23286568683912e-10,2.56425563084927e-08,14.4473354539143
"LGR5",2.33518666666667,7.59049666666667,21.4316245481783,2.27369023787568e-10,2.59531405697882e-08,14.4288130381926
"ROBO2",1.70464,7.95442,21.3908847586764,2.32105869042803e-10,2.62776290541996e-08,14.4077296315762
"HIST1H3A",-1.63351,9.464145,-21.3810455190318,2.33265915797585e-10,2.62776290541996e-08,14.4026312430284
"TP53INP1",2.29129666666667,8.822455,21.3714992365639,2.34397455723985e-10,2.62776290541996e-08,14.3976822549983
"P2RX7",2.62735333333333,7.68025333333333,21.316812816599,2.40995759660244e-10,2.67912479039841e-08,14.3692860329415
"TENM3-AS1",1.51794333333333,9.65386166666667,21.3100641744507,2.41823943064527e-10,2.67912479039841e-08,14.3657763632967
"ORAI3",1.80637666666667,10.057745,21.2885728605682,2.44482028923509e-10,2.6914057186222e-08,14.3545917600391
"PGM2L1",1.86828666666667,8.00870333333333,21.2780869214469,2.45790476586502e-10,2.6914057186222e-08,14.3491302395392
"GINS2",-1.96647333333334,11.0772966666667,-21.2431240185156,2.50208549871496e-10,2.72394672154899e-08,14.3308992748141
"PMAIP1",-2.201,8.40339,-21.1663929434588,2.60210642522787e-10,2.81655588578975e-08,14.2907762211359
"ACSF2",1.51719,8.709525,21.1397509568724,2.63784586895879e-10,2.82651128926779e-08,14.2768086720069
"SMIM14",1.78348666666667,9.04260666666667,21.1105695250525,2.67760593752626e-10,2.82651128926779e-08,14.261488206951
"GAB1",1.52775666666667,9.732655,21.1081877592473,2.68087979306747e-10,2.82651128926779e-08,14.260236765663
"MRTO4",-1.45893666666667,9.80339833333333,-21.1063630224108,2.6833909315537e-10,2.82651128926779e-08,14.2592778999114
"ATAD5",-1.714,8.65856333333333,-21.1042214873779,2.68634130178897e-10,2.82651128926779e-08,14.2581524497623
"ZC3H6",1.80535,7.69050833333333,21.0611602604808,2.74642170186063e-10,2.87367257404684e-08,14.2354964243077
"HPGD",2.03651,7.45412833333333,21.0290920853422,2.79211393217299e-10,2.89272525545865e-08,14.2185921360339
"FGF1",1.95964333333333,8.39425833333333,21.0266207049383,2.79566944711041e-10,2.89272525545865e-08,14.2172882429853
"TSHZ2",1.72787,7.23450166666667,21.0161200618781,2.81083150279075e-10,2.89272525545865e-08,14.2117463137423
"FAM129A",1.80864,10.7703133333333,21.0056305022538,2.82606693747686e-10,2.89272525545865e-08,14.2062072889494
"ERRFI1",-1.46906666666666,11.4688333333333,-20.9947292329478,2.84199563052635e-10,2.89330517326126e-08,14.2004477384864
"SSBP2",1.5377,11.58955,20.9749018115038,2.87121803862354e-10,2.90733981394816e-08,14.1899639999454
"HIST1H1A",-1.93511666666667,9.630075,-20.9446273156465,2.9164704355155e-10,2.93736920762026e-08,14.1739360110232
"MCM5",-1.68355,9.781225,-20.8144573462932,3.12007797452417e-10,3.12572066873342e-08,14.104739301562
"RAD51",-2.32916,9.02631,-20.7645152631556,3.2022585014764e-10,3.19107601147125e-08,14.0780686071293
"CACNA1D",1.48747333333334,8.30032,20.684410408526,3.33903328831347e-10,3.30986068168925e-08,14.0351475428794
"MCM6",-1.72634,9.22223,-20.6088696836962,3.4738552097545e-10,3.40463935155937e-08,13.9945102461651
"ADGRF1",-3.39809666666666,7.55712833333333,-20.6022845290116,3.48588580511965e-10,3.40463935155937e-08,13.9909602737107
"ALCAM",1.4252,10.9208,20.6006502136445,3.48887859642645e-10,3.40463935155937e-08,13.9900790491549
"HECW2",1.51310333333333,7.227305,20.5757613395999,3.53480278473275e-10,3.43167400245652e-08,13.9766497884175
"HIST1H2BF",-1.47773,10.726735,-20.55083602627,3.58145418077474e-10,3.4462782172291e-08,13.9631836234868
"WDR76",-1.81808,9.83726,-20.5372294667671,3.60720320270925e-10,3.4462782172291e-08,13.9558252413173
"LRRC17",1.53417333333333,7.68333666666667,20.5264166801258,3.6278089420458e-10,3.4462782172291e-08,13.9499740435868
"TNFRSF21",-1.54106,10.2184033333333,-20.521048390823,3.63808674607785e-10,3.4462782172291e-08,13.9470678529704
"SPRED2",-1.40481666666667,10.094325,-20.5193542815808,3.64133675920458e-10,3.4462782172291e-08,13.9461505588063
"MASTL",-1.40899333333333,10.3247366666667,-20.4815738487155,3.71464251072937e-10,3.49807885235385e-08,13.9256730929672
"CYP27A1",1.44460666666667,8.41627,20.4440802174271,3.78898200071847e-10,3.55033268664336e-08,13.9053115646621
"PCDHB18P",1.56638,8.17500333333333,20.3677167312675,3.94544527805605e-10,3.67863942410434e-08,13.8637188699312
"ORC6",-1.90838,8.24241,-20.34449060959,3.99441772373764e-10,3.70595386250614e-08,13.8510357065296
"NREP",1.78693333333333,11.4461666666667,20.2610528136281,4.17587807203678e-10,3.85531802003631e-08,13.8053462522755
"CCDC86",-1.41889666666666,9.58461833333333,-20.2459441029608,4.2096856123332e-10,3.867571649887e-08,13.7970517128536
"QRFPR",-1.72909333333333,8.86547666666667,-20.1760779208305,4.36993970736838e-10,3.99531283730952e-08,13.7586108694285
"POLQ",-1.65308333333333,7.75449166666667,-20.1662546084572,4.39299899484474e-10,3.99699241878772e-08,13.753194782145
"PLEKHG1",1.74223333333333,7.31050666666667,20.0535166405698,4.66733213475552e-10,4.22617949163392e-08,13.6908372388574
"CERS4",1.83296666666667,8.9808,20.0435122830063,4.69256210920862e-10,4.22869448635575e-08,13.6852858444723
"PLK4",-1.81164,9.38518,-20.0215667792688,4.74842775376691e-10,4.25866134830695e-08,13.6730981344198
"LGR4",1.92381666666667,9.784925,19.9877811866164,4.83585372080912e-10,4.31651511742744e-08,13.6543074335392
"PNP",-1.48478666666667,10.1033066666667,-19.9690108212325,4.88518078594435e-10,4.33997617558849e-08,13.6438534134216
"SHTN1",1.47796,10.5519866666667,19.944380679761,4.95073909145323e-10,4.37756901635823e-08,13.6301201800359
"PCDHB15",1.91249666666667,7.87780833333333,19.8808810672723,5.12421360587446e-10,4.50978687163737e-08,13.5946319663318
"CFI",1.58931333333334,8.11921,19.8593120730283,5.18463368313147e-10,4.54173910642317e-08,13.5825505994018
"CHAF1A",-1.51695,9.309825,-19.8412941594351,5.23570063557705e-10,4.56524008196566e-08,13.5724477435457
"CTDSPL",-1.66807666666666,9.01840166666667,-19.8174175005704,5.30421747909964e-10,4.60366967748215e-08,13.5590450061772
"MCM3",-1.50303333333334,10.2303166666667,-19.7856394728056,5.39692564419698e-10,4.64237432393974e-08,13.5411807264468
"NR5A2",2.10130666666667,8.15594,19.7852374658081,5.3981096789997e-10,4.64237432393974e-08,13.5409545425812
"ANO1",-1.62609333333333,9.01278666666667,-19.7748296931278,5.42886236647029e-10,4.64759971864098e-08,13.5350970736483
"MCM4",-1.71067,10.4889316666667,-19.7387669795171,5.53690305275615e-10,4.71864398622667e-08,13.5147760862865
"RAD51AP1",-1.98331,8.90583166666667,-19.7275111577902,5.57110176125427e-10,4.72640227799383e-08,13.5084255877313
"BLM",-2.31843,8.99715833333333,-19.7167231560262,5.60409485101445e-10,4.73213151082407e-08,13.5023354746566
"SERTAD4",-1.50602666666667,9.97222,-19.7089154420714,5.62810586399379e-10,4.73213151082407e-08,13.4979256394627
"PBK",-1.58016333333333,9.988985,-19.6330334025989,5.86738354162686e-10,4.91139118324446e-08,13.454971749781
"ATP2B4",1.3342,11.7848333333333,19.6124238734938,5.93426654709054e-10,4.94539717468598e-08,13.443275543342
"UCK2",-1.5293,10.6872833333333,-19.557949056492,6.11507766969126e-10,5.07362875907336e-08,13.4122984194172
"CAPS",1.67406666666667,11.8174666666667,19.5176655050397,6.25263860112044e-10,5.16500857076765e-08,13.3893332180688
"SLC1A1",-1.99216,8.73388,-19.504840707236,6.2971365695352e-10,5.17905109828061e-08,13.3820115719263
"SIDT2",1.47523333333334,10.8106166666667,19.4945700990319,6.33302074550001e-10,5.18591794438032e-08,13.3761444871915
"MRAS",1.39201,8.72488166666667,19.4741004682411,6.40520427127687e-10,5.22232109286704e-08,13.3644415974207
"E2F8",-1.68294333333333,8.475495,-19.437941794871,6.53490978320273e-10,5.30510736451898e-08,13.3437376276283
"SLC2A12",2.36157666666667,6.72200166666667,19.4198531917982,6.60086565412006e-10,5.33565252058786e-08,13.3333652812426
"FAM102A",1.36862333333333,10.3691216666667,19.3639731760063,6.80923513925278e-10,5.46744452204125e-08,13.301258995502
"HMGCLL1",1.78479666666667,6.68075166666667,19.3583031271595,6.83077459328464e-10,5.46744452204125e-08,13.2979958406645
"PPP2R2B",1.57792666666666,8.83894333333333,19.3529972681668,6.85099770203746e-10,5.46744452204125e-08,13.2949413792886
"DKC1",-1.37145,10.6501416666667,-19.329154640988,6.94268049074451e-10,5.51723393935368e-08,13.2812049681171
"ST8SIA4",1.89253666666667,10.6254983333333,19.3002230687422,7.05572845102915e-10,5.5835121700287e-08,13.2645129968336
"KRCC1",1.74917666666667,8.459595,19.256360529299,7.23095523863042e-10,5.69823476838349e-08,13.2391570007962
"NCAPH",-1.74680333333333,10.3316316666667,-19.204842060682,7.44283542755223e-10,5.84076510177161e-08,13.2092985695684
"PYGL",1.3007,11.5293166666667,19.1403346465724,7.71770950890445e-10,6.03134194567246e-08,13.1717947639149
"TRIM9",1.58899333333333,8.53075666666667,19.0895218635476,7.94200536042311e-10,6.18098053546318e-08,13.1421604608409
"LRP8",-1.4871,10.86225,-19.0596159692073,8.0773224812494e-10,6.24144783720366e-08,13.1246809459821
"LYAR",-1.84472333333333,9.41513833333333,-19.0567325555903,8.09050120655283e-10,6.24144783720366e-08,13.1229941359831
"NEFL",1.28851333333334,10.53501,19.0504889109084,8.11911819111658e-10,6.24144783720366e-08,13.1193406697953
"TMPRSS5",1.61824666666667,9.43414333333333,18.9091198207403,8.79744975236782e-10,6.73541335919088e-08,13.0362853599524
"ASF1B",-1.7371,11.19875,-18.8779248655726,8.95528875095009e-10,6.82849831317384e-08,13.0178716719174
"SLC14A1",-2.25027333333333,8.05304333333333,-18.8595604322533,9.04964689906514e-10,6.87262297165294e-08,13.0070168552408
"FANCB",-1.66000333333333,8.98906833333333,-18.8073046689198,9.32410904781947e-10,7.04221993904792e-08,12.9760698183846
"C3",1.41104333333333,8.81459833333333,18.8028823153348,9.34774867134958e-10,7.04221993904792e-08,12.9734467306088
"HIST1H2BM",-1.74393333333333,13.0233666666667,-18.783035429127,9.45464561980572e-10,7.09437432682952e-08,12.9616668493188
"KCNN4",-1.27079333333333,8.79517666666667,-18.7583049510491,9.58971050231938e-10,7.16716696828108e-08,12.9469703972933
"MCM2",-1.62666666666666,10.0209,-18.7163576939573,9.8236278166418e-10,7.31297258097358e-08,12.9219968972007
"GRIK2",1.87146666666667,10.2563,18.696970082831,9.93383289410849e-10,7.36589798140312e-08,12.9104348989372
"CDCA4",-1.40741666666667,9.54995833333333,-18.6895905532966,9.97613309390395e-10,7.36825453688576e-08,12.9060307971155
"LY96",2.67874333333333,6.79463833333333,18.6509733136861,1.02007098618825e-09,7.50469412260527e-08,12.8829547991682
"RAPH1",-1.35660333333334,9.293785,-18.6318969538022,1.03136715310962e-09,7.55697086903541e-08,12.8715374367595
"PCNA",-1.40524,10.5398466666667,-18.6254733451556,1.03520148890896e-09,7.55697086903541e-08,12.8676901457732
"TNIK",1.42649333333333,9.21911666666667,18.5955837086617,1.05324807017749e-09,7.65902476977716e-08,12.8497703819588
"RAD54L",-1.92784333333333,7.899625,-18.5362770654277,1.0900772769138e-09,7.89635208976713e-08,12.8141263755719
"LOC105371030",1.74325666666666,9.943305,18.4388742791695,1.15363938008837e-09,8.32476784849972e-08,12.7553311974339
"HMGA2",-1.56638,9.78467666666667,-18.4149382421937,1.16986899988285e-09,8.40966135259299e-08,12.7408339203301
"SPON2",1.45876666666667,9.14901,18.3213961012556,1.23571736629205e-09,8.84923987708918e-08,12.6839926631607
"ANXA9",1.72287666666667,8.83926166666667,18.310516401975,1.24363401769688e-09,8.87219813988755e-08,12.6773622805614
"CYP1B1",2.94881333333334,9.11706,18.3009151034555,1.25066626510654e-09,8.88869752340245e-08,12.6715076390048
"LRP1",1.22137333333334,10.0328466666667,18.2923348245578,1.25698729140955e-09,8.90003708511558e-08,12.6662729299126
"CXADR",1.72548333333333,8.78060833333333,18.2554104906093,1.28458841633614e-09,9.06140008736889e-08,12.6437171978186
"HSD17B3",2.22093333333334,9.16856666666667,18.2488521064436,1.28955942110349e-09,9.06252318547132e-08,12.6397060389956
"CDH10",2.10785,6.86658166666667,18.2311834637313,1.30305597757657e-09,9.1233294727424e-08,12.628892419423
"CORO2B",-1.51624666666666,8.16679,-18.1939029637357,1.33204023081473e-09,9.29172063228319e-08,12.6060406920414
"RAB3B",1.49687,9.11511833333333,18.1419222660955,1.37362997275896e-09,9.5464748734104e-08,12.5740982351515
"LMF1",1.25134333333333,9.13636166666667,18.1278789496882,1.38510683488062e-09,9.5908463706403e-08,12.5654524941412
"TRIP13",-1.73812666666667,10.54317,-18.1066234684711,1.40267665929465e-09,9.67692754621077e-08,12.5523535840914
"ITGB5",-1.24763333333333,10.8047833333333,-18.0939437732919,1.41327303200745e-09,9.70086396662078e-08,12.5445321162516
"PLPP3",1.49621666666667,10.7193583333333,18.0901650660351,1.41644769609255e-09,9.70086396662078e-08,12.5422001396748
"SLFN11",-1.74752,8.82873,-18.0758178849218,1.42857222537764e-09,9.74845264230528e-08,12.5333414492229
"HIVEP3",-1.32605333333333,8.55911333333333,-18.0628397608451,1.43963705255981e-09,9.75365799476016e-08,12.5253219052716
"ARID5B",1.3103,10.4074166666667,18.0536479927004,1.44753009255991e-09,9.75365799476016e-08,12.5196385006484
"FANCI",-1.52937333333333,10.32008,-18.0416131222541,1.45793575152029e-09,9.75365799476016e-08,12.5121927024282
"CENPK",-1.64323,9.780285,-18.040660427063,1.45876294400179e-09,9.75365799476016e-08,12.5116030675912
"CDCA7",-1.96435,7.989835,-18.0394634794826,1.45980293592746e-09,9.75365799476016e-08,12.5108622169366
"CTPS1",-1.46318,10.3197766666667,-18.038768058545,1.46040753664775e-09,9.75365799476016e-08,12.5104317631624
"TICRR",-1.83665,10.0693083333333,-17.9957029181647,1.49838434140186e-09,9.97193310458047e-08,12.4837421664576
"GALNT14",-1.54934,9.12107666666667,-17.9824606931925,1.51027679818048e-09,1.00156877524405e-07,12.4755222225246
"IL1RAP",-1.52134666666667,8.03617666666667,-17.9399751932085,1.54912996649187e-09,1.02033851640201e-07,12.4491082122184
"CENPU",-1.23534333333334,9.89126166666667,-17.9346762676802,1.55405159649914e-09,1.02033851640201e-07,12.4458093081045
"DNAJC1",1.20825666666667,10.1094716666667,17.9338371706353,1.55483250614515e-09,1.02033851640201e-07,12.4452868280777
"PLSCR4",1.24539666666667,7.75232166666667,17.9193700020368,1.56836376429887e-09,1.02331283510211e-07,12.436274651427
"HK2",-1.29220333333333,10.070365,-17.9173836983165,1.57023154584533e-09,1.02331283510211e-07,12.4350367256049
"TANC2",1.50793333333333,10.3311333333333,17.900193889883,1.58649705911753e-09,1.03034777970412e-07,12.4243176702666
"TRIM2",1.38883333333333,11.2262833333333,17.8830320896411,1.60291900289821e-09,1.035138727616e-07,12.4136056306177
"EFEMP2",1.46744,8.67483666666667,17.8810098077234,1.60486624436589e-09,1.035138727616e-07,12.4123426757504
"ABCC2",1.36376666666666,10.97965,17.8734523438379,1.61216607534711e-09,1.0362981523238e-07,12.407621604916
"CLYBL",1.49693666666667,7.40054166666667,17.846694590478,1.63830331434965e-09,1.04764783058312e-07,12.3908899813118
"PRIM1",-1.36015666666667,10.2948883333333,-17.844013208717,1.64094780727418e-09,1.04764783058312e-07,12.3892119079252
"CLU",1.50474,8.74944666666667,17.8354510394944,1.64942330607621e-09,1.04950130225133e-07,12.3838517798977
"SLC37A3",-1.37419666666666,10.3348683333333,-17.8027774596933,1.68220625982977e-09,1.06675665648599e-07,12.3633732671979
"IFITM1",1.44619,9.225305,17.7891915843927,1.69604558116808e-09,1.07192357301072e-07,12.3548469373719
